Address1,Addess2,Address3,Post_Code,Ward Code,Property_Type_Code,Commencement_Date,Number of Expressions of Interest
41 WAVERLEY GARTH,HOLBECK,LEEDS,LS11 6AG,CH,1BF,17-NOV-2014,1
41 WEST AVENUE,BOSTON SPA,WETHERBY,LS23 6EJ,WY,2BB,14-JUL-2014,56
41 WIDE LANE,MORLEY,LEEDS,LS27 8BU,MS,2BH,03-FEB-2014,125
41 WINROSE AVENUE,BELLE ISLE,LEEDS,LS10 3AJ,MI,2BH,03-MAR-2014,60
41 WINROSE DRIVE,BELLE ISLE,LEEDS,LS10 3HP,MI,1BF,24-MAR-2014,39
41 WINROSE HILL,BELLE ISLE,LEEDS,LS10 3AN,MI,3BH,15-SEP-2014,1
41 WOODVIEW MOUNT,HOLBECK,LEEDS,LS11 6LG,CH,2BH,13-JAN-2014,9
41 WOODVIEW MOUNT,HOLBECK,LEEDS,LS11 6LG,CH,2BH,28-APR-2014,1
41 WYKEBECK AVENUE,OSMONDTHORPE,LEEDS,LS9 0JQ,TN,2BH,08-DEC-2014,70
41 WYTHER PARK HILL,ARMLEY,LEEDS,LS12 2RR,AM,3BH,16-JUN-2014,34
41A WYTHER PARK CRESCENT,ARMLEY,LEEDS,LS12 2RY,AM,1BF,24-MAR-2014,71
42 BAILDON CLOSE,WHINMOOR,LEEDS,LS14 2AS,CW,1BF,04-AUG-2014,134
42 BARNCROFT GRANGE,SEACROFT,LEEDS,LS14 1HS,KS,2BMSF,19-MAY-2014,7
42 BARNCROFT HEIGHTS,SEACROFT,LEEDS,LS14 1HP,KS,1BMSF,24-MAR-2014,49
42 BAWN AVENUE,FARNLEY,LEEDS,LS12 5QU,FW,2BH,13-JAN-2014,21
42 BEDFORD MOUNT,TINSHILL,LEEDS,LS16 6DP,WE,2BF,11-AUG-2014,30
42 BOSTON TOWERS,LINCOLN GREEN,LEEDS,LS9 7PB,BR,1BMSF,20-JAN-2014,110
42 BRECON COURT,GIPTON,LEEDS,LS9 6RW,GH,2BMSF,08-SEP-2014,10
42 BROADLEA HILL,BRAMLEY,LEEDS,LS13 2SR,BS,1BF,07-JUL-2014,45
42 CARDINAL CRESCENT,BEESTON,LEEDS,LS11 8HH,BH,2BF,20-JAN-2014,37
42 FARROW ROAD,ARMLEY,LEEDS,LS12 3TB,FW,1BF,24-NOV-2014,84
42 GAMBLE HILL CROFT,BRAMLEY,LEEDS,LS13 4TQ,FW,2BMSF,27-JAN-2014,7
42 GAMBLE HILL GRANGE,BRAMLEY,LEEDS,LS13 4TF,FW,2BMSF,07-APR-2014,5
42 GLEDHOW TOWERS,GLEDHOW,LEEDS,LS8 1QJ,RO,1BMSF,14-APR-2014,51
42 GREENHOW CLOSE,BURLEY,LEEDS,LS4 2JD,KI,2BH,05-MAY-2014,114
42 GREENLEA AVENUE,YEADON,LEEDS,LS19 7SW,GR,1BF,06-JAN-2014,94
42 LAKELAND COURT,HALTON MOOR,LEEDS,LS15 0BY,TN,2BMSF,18-AUG-2014,4
42 LEA FARM DRIVE,KIRKSTALL,LEEDS,LS5 3QG,KI,1BF,29-SEP-2014,139
42 LINCOLN TOWERS,LINCOLN GREEN,LEEDS,LS9 7NR,BR,1BMSF,18-AUG-2014,97
42 LITTLEMOOR CRESCENT,PUDSEY,LEEDS,LS28 8AT,PU,1BF,03-NOV-2014,60
42 PARKWAY,GILDERSOME,LEEDS,LS27 7DY,MN,1BF,29-SEP-2014,51
42 PHIL MAY COURT,ARMLEY,LEEDS,LS12 1YW,AM,C2S1BF,07-JUL-2014,10
42 RAYNVILLE COURT,BRAMLEY,LEEDS,LS13 2QB,AM,1BMSF,20-OCT-2014,53
42 RAYNVILLE RISE,BRAMLEY,LEEDS,LS13 2QG,AM,2BH,07-APR-2014,283
42 SHAKESPEARE COURT,BURMANTOFTS,LEEDS,LS9 7UD,BR,1BMSF,29-SEP-2014,97
42 SHAKESPEARE TOWERS,BURMANTOFTS,LEEDS,LS9 7UF,BR,1BMSF,12-MAY-2014,1
42 ST JAMES APPROACH,SEACROFT,LEEDS,LS14 6JE,KS,3BH,13-JAN-2014,40
42 ST LUKES GREEN,HOLBECK,LEEDS,LS11 8PF,BH,3BH,03-FEB-2014,13
42 THE CRESCENT,GARFORTH,LEEDS,LS25 2EU,GS,C2S1BB,22-DEC-2014,63
42 TYNWALD DRIVE,MOORTOWN,LEEDS,LS17 5DS,AL,2BH,22-DEC-2014,442
42 WHINCOVER ROAD,FARNLEY,LEEDS,LS12 5JZ,FW,1BF,10-NOV-2014,77
42A FARFIELD AVENUE,FARSLEY,LEEDS,LS28 5HL,CF,2BF,09-JUN-2014,14
43 APPLETON SQUARE,BURMANTOFTS,LEEDS,LS9 7RU,BR,3BMSF,27-OCT-2014,30
43 BARNCROFT TOWERS,SEACROFT,LEEDS,LS14 1HR,KS,1BMSF,17-FEB-2014,33
43 BIRCH DRIVE,KIPPAX,LEEDS,LS25 7DX,KM,C2S2BB,01-DEC-2014,52
43 BOGGART HILL GARDENS,SEACROFT,LEEDS,LS14 1LJ,KS,3BH,29-SEP-2014,85
43 BROADLEA CRESCENT,BRAMLEY,LEEDS,LS13 2JS,BS,1BF,15-DEC-2014,31
43 BROADLEA TERRACE,BRAMLEY,LEEDS,LS13 2SG,BS,1BF,25-AUG-2014,70
43 BROWNHILL AVENUE,HAREHILLS,LEEDS,LS9 6DY,BR,2BH,10-FEB-2014,45
43 BUTTERBOWL GARDENS,FARNLEY,LEEDS,LS12 5JF,FW,2BF,15-DEC-2014,25
43 CARDINAL COURT,BEESTON,LEEDS,LS11 8HP,BH,C2S1BF,27-JAN-2014,43
43 CARLTON VIEW,SHEEPSCAR,LEEDS,LS7 1NR,HW,2BH,03-NOV-2014,44
43 CHARLTON ROAD,EAST END PARK,LEEDS,LS9 9JW,BR,2BH,15-SEP-2014,19
43 CLAYTON GRANGE,WEST PARK,LEEDS,LS16 5EQ,KI,3BMSF,13-OCT-2014,11
43 CONWAY PLACE,HAREHILLS,LEEDS,LS8 5HT,GH,2BH,30-JUN-2014,66
43 DAWSONS CORNER,STANNINGLEY,LEEDS,LS28 5TA,CF,C2S2BB,26-MAY-2014,30
43 FAIRFIELD ROAD,BRAMLEY,LEEDS,LS13 3DR,BS,2BH,15-DEC-2014,51
43 FERNBANK AVENUE,BRAMLEY,LEEDS,LS13 1BS,BS,1BF,29-DEC-2014,61
43 GLEN ROAD,MORLEY,LEEDS,LS27 9EY,MS,1BF,10-NOV-2014,112
43 GRANTHAM TOWERS,LINCOLN GREEN,LEEDS,LS9 7PD,BR,2BMSF,28-JUL-2014,22
43 GREENSIDE,PUDSEY,LEEDS,LS28 8PU,PU,C2S1BF,17-MAR-2014,33
43 GREENSIDE,PUDSEY,LEEDS,LS28 8PU,PU,C2S1BF,22-DEC-2014,34
43 HEIGHTS WAY,ARMLEY,LEEDS,LS12 3SN,FW,3BH,24-NOV-2014,120
43 KITSON STREET,CROSS GREEN,LEEDS,LS9 8PH,BR,2BH,03-FEB-2014,14
43 LAWRENCE ROAD,GIPTON,LEEDS,LS8 3HT,GH,1BF,17-NOV-2014,39
43 LEA FARM PLACE,KIRKSTALL,LEEDS,LS5 3QL,KI,1BF,10-NOV-2014,118
43 MARSTON MOUNT,LINCOLN GREEN,LEEDS,LS9 7PA,BR,2BMSF,07-JUL-2014,53
43 MILL GREEN GARDENS,SWARCLIFFE,LEEDS,LS14 5JJ,CW,1BF,14-APR-2014,96
43 MILLSHAW ROAD,BEESTON,LEEDS,LS11 8EW,BH,2BF,23-JUN-2014,44
43 MOOR GRANGE COURT,WEST PARK,LEEDS,LS16 5EB,KI,2BMSF,05-MAY-2014,6
43 PARKWAY TOWERS,SEACROFT,LEEDS,LS14 6UX,KS,2BMSF,04-AUG-2014,5
43 PEMBROKE TOWERS,GIPTON,LEEDS,LS9 6RQ,GH,2BMSF,24-NOV-2014,16
43 POPLAR COURT,BRAMLEY,LEEDS,LS13 4SW,AM,1BMSF,27-JAN-2014,46
43 RAMSHEAD HEIGHTS,SEACROFT,LEEDS,LS14 6PU,KS,2BMSF,11-AUG-2014,9
43 RILLBANK LANE,BURLEY,LEEDS,LS3 1HA,HW,3BH,18-AUG-2014,45
43 SHOLEBROKE STREET,CHAPELTOWN,LEEDS,LS7 3HT,CA,3BH,10-MAR-2014,192
43 SOUTHWOOD ROAD,SWARCLIFFE,LEEDS,LS14 5AG,CW,3BH,03-MAR-2014,134
43 THE GARTH,SAXTON GARDENS,LEEDS,LS9 8HP,BR,3BMSF,01-SEP-2014,21
43 THORPE VIEW,MIDDLETON,LEEDS,LS10 4DT,MI,2BH,16-JUN-2014,40
43 VICTORIA CRESCENT,PUDSEY,LEEDS,LS28 7SS,PU,1BB,21-APR-2014,60
43 WAINCLIFFE PLACE,BEESTON,LEEDS,LS11 8HY,BH,2BH,11-AUG-2014,97
43 WOODBRIDGE FOLD,HEADINGLEY,LEEDS,LS6 3LX,KI,3BH,13-OCT-2014,160
44 ASQUITH DRIVE,MORLEY,LEEDS,LS27 9QG,MN,1BF,04-AUG-2014,167
44 BAWN DRIVE,FARNLEY,LEEDS,LS12 5QN,FW,3BH,12-MAY-2014,16
44 BECKHILL CHASE,MEANWOOD,LEEDS,LS7 2RH,CA,1BF,25-AUG-2014,79
44 BISMARCK DRIVE,HOLBECK,LEEDS,LS11 6TA,CH,3BH,13-OCT-2014,66
44 BOSTON TOWERS,LINCOLN GREEN,LEEDS,LS9 7PB,BR,1BMSF,22-DEC-2014,103
44 BURNSALL COURT,ARMLEY,LEEDS,LS12 3NX,AM,C2S1MF,01-SEP-2014,20
44 CLAYTON GRANGE,WEST PARK,LEEDS,LS16 5EQ,KI,1BMSFP,15-DEC-2014,66
44 CLYDE WALK,ARMLEY,LEEDS,LS12 1XG,AM,1BF,24-FEB-2014,94
44 DENBIGH CROFT,GIPTON,LEEDS,LS9 6RJ,GH,2BMSF,17-MAR-2014,12
44 FARROW VALE,ARMLEY,LEEDS,LS12 3SZ,FW,2BH,10-MAR-2014,108
44 FIR TREE APPROACH,MOORTOWN,LEEDS,LS17 7EG,AL,1/2BF,29-SEP-2014,81
44 FOUNDRY AVENUE,HAREHILLS,LEEDS,LS8 3NH,GH,1BF,14-JUL-2014,69
44 HEPWORTH AVENUE,CHURWELL,LEEDS,LS27 7RJ,MN,1BF,02-JUN-2014,85
44 HOLTDALE WAY,HOLT PARK,LEEDS,LS16 7SJ,AW,3BH,02-JUN-2014,63
44 LATCHMERE AVENUE,WEST PARK,LEEDS,LS16 5DJ,KI,1BF,24-MAR-2014,111
44 LEA FARM DRIVE,KIRKSTALL,LEEDS,LS5 3QG,KI,1BF,14-JUL-2014,111
44 LINCOLN TOWERS,LINCOLN GREEN,LEEDS,LS9 7NR,BR,1BMSF,26-MAY-2014,105
44 LINGFIELD VIEW,MOORTOWN,LEEDS,LS17 6BZ,AL,2BF,01-DEC-2014,39
44 MOUNT PLEASANT GARDENS,KIPPAX,LEEDS,LS25 7AR,KM,3BM,06-JAN-2014,8
44 NEW STREET GROVE,PUDSEY,LEEDS,LS28 8EZ,PU,1BB,15-SEP-2014,87
44 NORTHFIELD AVENUE,ROTHWELL,LEEDS,LS26 0SW,AR,3BH,27-JAN-2014,67
44 OXLEY STREET,CROSS GREEN,LEEDS,LS9 8PL,BR,2BH,12-MAY-2014,15
44 POPLAR COURT,BRAMLEY,LEEDS,LS13 4SW,AM,2BMSF,02-JUN-2014,11
44 RAMSHEAD HEIGHTS,SEACROFT,LEEDS,LS14 6PU,KS,1BMSF,04-AUG-2014,94
44 RAMSHEAD HEIGHTS,SEACROFT,LEEDS,LS14 6PU,KS,1BMSF,22-DEC-2014,36
44 RYCROFT PLACE,SWINNOW,LEEDS,LS13 4PF,PU,2BMSF,02-JUN-2014,3
44 SALMON CRESCENT,HORSFORTH,LEEDS,LS18 4ET,HO,3BH,21-APR-2014,135
44 SPALDING TOWERS,LINCOLN GREEN,LEEDS,LS9 7PE,BR,1BMSF,07-APR-2014,147
44 SPRINGWELL AVENUE,SWILLINGTON,LEEDS,LS26 8EE,GS,2BH,16-JUN-2014,122
44 SUGAR WELL MOUNT,MEANWOOD,LEEDS,LS7 2QF,CA,3BH,24-NOV-2014,183
44 THE BROADWALK,NEWALL,OTLEY,LS21 2RL,OY,1/2BF,21-JUL-2014,31
44 THE HEIGHTS WEST,ARMLEY,LEEDS,LS12 3TY,FW,1BMSF,24-FEB-2014,64
44 THROSTLE TERRACE,MIDDLETON,LEEDS,LS10 4HW,MI,2BH,22-DEC-2014,123
44 WAINCLIFFE PLACE,BEESTON,LEEDS,LS11 8HT,BH,2BH,27-JAN-2014,108
44 WELLSTONE DRIVE,SWINNOW,LEEDS,LS13 4DZ,PU,2BH,12-MAY-2014,66
44 WEST PARK CLOSE,ROUNDHAY,LEEDS,LS8 2ED,RO,1BF,16-JUN-2014,242
44 WESTERLY CROFT,ARMLEY,LEEDS,LS12 2LN,AM,1BMSF,07-JUL-2014,42
44 WHINCOVER ROAD,FARNLEY,LEEDS,LS12 5JZ,FW,1BF,08-DEC-2014,89
44 WORTLEY TOWERS,ARMLEY,LEEDS,LS12 1JH,AM,2BMSF,03-NOV-2014,24
44A GARNET ROAD,HOLBECK,LEEDS,LS11 5HP,CH,2BH,30-JUN-2014,21
45 BECKHILL AVENUE,MEANWOOD,LEEDS,LS7 2RG,CA,2BF,07-JUL-2014,43
45 BECKHILL CHASE,MEANWOOD,LEEDS,LS7 2RH,CA,1BF,01-SEP-2014,62
45 BRANDER DRIVE,GIPTON,LEEDS,LS9 6NU,GH,2BH,02-JUN-2014,78
45 BROADLEA TERRACE,BRAMLEY,LEEDS,LS13 2SG,BS,1BF,22-DEC-2014,39
45 BROOKLANDS TOWERS,SEACROFT,LEEDS,LS14 6PL,KS,2BMSF,17-MAR-2014,5
45 BROOM CRESCENT,BELLE ISLE,LEEDS,LS10 3JN,MI,2BH,18-AUG-2014,173
45 BROOM PLACE,BELLE ISLE,LEEDS,LS10 3LS,MI,2BH,28-APR-2014,26
45 CARLTON CROFT,SHEEPSCAR,LEEDS,LS7 1HF,HW,C2S1MF,12-MAY-2014,41
45 CHERRY TREE WALK,EAST ARDSLEY,WAKEFIELD,WF 3 2HU,AR,1BF,14-APR-2014,45
45 CHURCHVILLE DRIVE,MICKLEFIELD,LEEDS,LS25 4AW,KM,C2S1BB,21-APR-2014,19
45 COTTINGLEY GARDENS,COTTINGLEY,LEEDS,LS11 0JB,BH,3BH,01-DEC-2014,32
45 CROFT DRIVE,BRAMHAM,WETHERBY,LS23 6RJ,WY,2BH,03-FEB-2014,70
45 FIR TREE RISE,MOORTOWN,LEEDS,LS17 7EZ,AL,3BM,17-FEB-2014,16
45 FOUNDRY AVENUE,HAREHILLS,LEEDS,LS9 6BY,GH,1BF,24-FEB-2014,163
45 FOUNDRY DRIVE,HAREHILLS,LEEDS,LS9 6BX,GH,1BF,10-FEB-2014,118
45 FOUNDRY PLACE,HAREHILLS,LEEDS,LS9 6BU,GH,1BF,22-DEC-2014,73
45 GLEDHOW TOWERS,GLEDHOW,LEEDS,LS8 1QJ,RO,2BMSF,20-OCT-2014,11
45 GLEN ROAD,MORLEY,LEEDS,LS27 9EY,MS,1BF,12-MAY-2014,77
45 GLENSDALE TERRACE,EAST END PARK,LEEDS,LS9 9JN,BR,2BH,05-MAY-2014,26
45 HALL PARK ORCHARDS,KIPPAX,LEEDS,LS25 7QE,KM,2BB,02-JUN-2014,68
45 KENTMERE AVENUE,SEACROFT,LEEDS,LS14 6QD,KS,3BH,20-OCT-2014,152
45 LOVELL PARK HILL,SHEEPSCAR,LEEDS,LS7 1DF,HW,3BH,27-JAN-2014,70
45 MANOR FARM GREEN,MIDDLETON,LEEDS,LS10 3RL,MI,2BH,21-JUL-2014,106
45 MEAGILL RISE,WESTON ESTATE,OTLEY,LS21 2EQ,OY,2BH,07-APR-2014,95
45 NASEBY GRANGE,BURMANTOFTS,LEEDS,LS9 7TD,BR,1BMSF,28-JUL-2014,81
45 NINEVEH GARDENS,HOLBECK,LEEDS,LS11 9QF,BH,1/2BF,15-DEC-2014,20
45 NORTH PARKWAY,SEACROFT,LEEDS,LS14 1JD,KS,2BH,10-FEB-2014,116
45 NOWELL LANE,HAREHILLS,LEEDS,LS9 6JD,BR,2BH,29-SEP-2014,18
45 PARKWAY GRANGE,SEACROFT,LEEDS,LS14 6UP,KS,2BMSF,15-SEP-2014,14
45 PARKWOOD CRESCENT,BEESTON,LEEDS,LS11 5RD,BH,2BH,01-SEP-2014,41
45 RECREATION PLACE,HOLBECK,LEEDS,LS11 0AN,BH,1BH,16-JUN-2014,70
45 RECREATION PLACE,HOLBECK,LEEDS,LS11 0AN,BH,1BH,25-AUG-2014,43
45 RECREATION STREET,HOLBECK,LEEDS,LS11 0AR,BH,1BH,07-APR-2014,29
45 SNOWDEN CRESCENT,BRAMLEY,LEEDS,LS13 2TP,AM,3BH,14-APR-2014,40
45 ST WILFRIDS DRIVE,GIPTON,LEEDS,LS8 3PE,GH,3BH,14-JUL-2014,95
45 WHINCOVER GRANGE,FARNLEY,LEEDS,LS12 5JJ,FW,2BMSF,28-APR-2014,4
45 WINDMILL LANE,YEADON,LEEDS,LS19 7TQ,OY,3BH,22-SEP-2014,125
45 WINROSE AVENUE,BELLE ISLE,LEEDS,LS10 3AJ,MI,2BH,03-MAR-2014,67
45 WORTLEY HEIGHTS,ARMLEY,LEEDS,LS12 1JG,AM,1BMSF,17-NOV-2014,31
45 WORTLEY TOWERS,ARMLEY,LEEDS,LS12 1JH,AM,1BMSF,29-SEP-2014,22
46 ACRE ROAD,MIDDLETON,LEEDS,LS10 4EF,MI,3BH,02-JUN-2014,48
46 ACRES HALL AVENUE,PUDSEY,LEEDS,LS28 9EH,PU,2BH,10-MAR-2014,104
46 ALL SAINTS ROAD,WOODLESFORD,LEEDS,LS26 8NB,RL,1BF,15-SEP-2014,89
46 BELLE VUE ROAD,SCHOLES,LEEDS,LS15 4AB,HA,C2S2BB,17-FEB-2014,71
46 BENNETT COURT,WESTON ESTATE,OTLEY,LS21 2RH,OY,C2S1BF,23-JUN-2014,31
46 BODMIN ROAD,MIDDLETON,LEEDS,LS10 4PR,MI,2BH,11-AUG-2014,114
46 BOSTON TOWERS,LINCOLN GREEN,LEEDS,LS9 7PB,BR,1BMSF,14-JUL-2014,154
46 BRUCE LAWN,ARMLEY,LEEDS,LS12 1YJ,AM,1BF,03-MAR-2014,63
46 CASTLE ROAD,ROTHWELL,LEEDS,LS26 0QT,RL,2BF,10-MAR-2014,31
46 CLYDE COURT,ARMLEY,LEEDS,LS12 1XN,AM,2BMSF,27-OCT-2014,7
46 CROSS HILLS COURT,KIPPAX,LEEDS,LS25 7JT,KM,C2SBED,27-JAN-2014,5
46 DULVERTON CLOSE,COTTINGLEY,LEEDS,LS11 0LJ,BH,3BH,24-FEB-2014,24
46 FOUNDRY MILL STREET,SEACROFT,LEEDS,LS14 6TH,KS,4BH,29-DEC-2014,50
46 FOUNDRY MILL WALK,SEACROFT,LEEDS,LS14 6TG,KS,2BH,20-JAN-2014,86
46 FOUNDRY MILL WALK,SEACROFT,LEEDS,LS14 6TG,KS,2BH,15-SEP-2014,95
46 LANDSEER ROAD,BRAMLEY,LEEDS,LS13 2QP,BS,2BH,28-APR-2014,162
46 LEAFIELD TOWERS,MOORTOWN,LEEDS,LS17 5BR,MO,1BMSF,03-MAR-2014,33
46 MANOR FARM DRIVE,MIDDLETON,LEEDS,LS10 3RW,MI,2BH,03-NOV-2014,98
46 MARSDEN COURT,FARSLEY,LEEDS,LS28 5SH,CF,C2S2MF,17-NOV-2014,10
46 MOORLAND CRESCENT,GUISELEY,LEEDS,LS20 9EF,GR,1BB,25-AUG-2014,93
46 NASEBY GRANGE,BURMANTOFTS,LEEDS,LS9 7TD,BR,2BMSF,25-AUG-2014,54
46 NEWTON LODGE DRIVE,CHAPEL ALLERTON,LEEDS,LS7 3DQ,CA,2BH,15-DEC-2014,287
46 NORTHCOTE CRESCENT,HOLBECK,LEEDS,LS11 6NN,CH,3BH,30-JUN-2014,15
46 PARKWAY,GILDERSOME,LEEDS,LS27 7DY,MN,1BF,13-JAN-2014,56
46 PARKWAY COURT,SEACROFT,LEEDS,LS14 6UT,KS,2BMSF,10-NOV-2014,13
46 PRIMROSE HILL DRIVE,SWILLINGTON,LEEDS,LS26 8XJ,GS,2BH,18-AUG-2014,79
46 RAMSHEAD DRIVE,SEACROFT,LEEDS,LS14 1HN,KS,1BF,12-MAY-2014,116
46 RAMSHEAD HEIGHTS,SEACROFT,LEEDS,LS14 6PU,KS,1BMSF,01-SEP-2014,53
46 ROSSEFIELD APPROACH,BRAMLEY,LEEDS,LS13 3RG,BS,1BF,31-MAR-2014,59
46 ROSSEFIELD TERRACE,BRAMLEY,LEEDS,LS13 3SE,BS,2BF,28-APR-2014,49
46 ROXBY CLOSE,LINCOLN GREEN,LEEDS,LS9 7LR,BR,1BMSF,10-MAR-2014,120
46 SHAFTON VIEW,HOLBECK,LEEDS,LS11 9LQ,BH,1BH,31-MAR-2014,58
46 SILK MILL BANK,TINSHILL,LEEDS,LS16 6PS,WE,3BH,24-NOV-2014,57
46 STANKS DRIVE,STANKS,LEEDS,LS14 5QD,CW,2BF,09-JUN-2014,28
46 WELLSTONE GARDENS,SWINNOW,LEEDS,LS13 4EF,PU,2BH,15-DEC-2014,1
46 WINTHORPE CRESCENT,THORPE,WAKEFIELD,WF 3 3EF,AR,3BH,24-MAR-2014,39
46 WORTLEY HEIGHTS,ARMLEY,LEEDS,LS12 1JG,AM,2BMSF,20-OCT-2014,4
468 OAKWOOD LANE,GIPTON,LEEDS,LS9 6QX,GH,4BH,24-NOV-2014,74
47 BARNCROFT ROAD,SEACROFT,LEEDS,LS14 1BD,KS,1BF,24-MAR-2014,106
47 BECKHILL GROVE,MEANWOOD,LEEDS,LS7 2RX,CA,2BM,29-SEP-2014,28
47 BRIARSDALE COURT,GIPTON,LEEDS,LS8 3NF,GH,2BMSF,13-JAN-2014,17
47 BROADGATE WALK,HORSFORTH,LEEDS,LS18 4HF,HO,2BH,25-AUG-2014,228
47 BUTTERBOWL GARDENS,FARNLEY,LEEDS,LS12 5JF,FW,2BF,13-OCT-2014,17
47 CLAYTON GRANGE,WEST PARK,LEEDS,LS16 5EQ,KI,1BMSF,28-JUL-2014,34
47 CLIFTON MOUNT,HAREHILLS,LEEDS,LS9 6EP,BR,2BH,10-NOV-2014,72
47 COLDCOTES CRESCENT,GIPTON,LEEDS,LS9 6QZ,GH,1BF,07-APR-2014,80
47 COTTINGLEY DRIVE,COTTINGLEY,LEEDS,LS11 0JP,BH,1BH,11-AUG-2014,102
47 COW CLOSE ROAD,FARNLEY,LEEDS,LS12 5NU,FW,1/2BF,31-MAR-2014,22
47 CRESCENT TOWERS,HOLBECK,LEEDS,LS11 5UP,CH,2BMSF,12-MAY-2014,9
47 DENBIGH CROFT,GIPTON,LEEDS,LS9 6RJ,GH,2BMSF,15-SEP-2014,7
47 ESTHWAITE GARDENS,HALTON MOOR,LEEDS,LS15 0BB,TN,2BH,17-FEB-2014,54
47 FERRIBY TOWERS,LINCOLN GREEN,LEEDS,LS9 7PQ,BR,2BMSF,31-MAR-2014,34
47 FOUNDRY DRIVE,HAREHILLS,LEEDS,LS9 6BX,GH,1BF,22-SEP-2014,168
47 FOUNDRY PLACE,HAREHILLS,LEEDS,LS9 6BU,GH,1BF,27-OCT-2014,70
47 GARNET TERRACE,HOLBECK,LEEDS,LS11 5JX,CH,2BH,09-JUN-2014,18
47 GIPTON GATE WEST,GIPTON,LEEDS,LS9 6BZ,GH,2BMSF,17-FEB-2014,19
47 GLEN ROAD,MORLEY,LEEDS,LS27 9EY,MS,1BF,16-JUN-2014,92
47 GREENSIDE ROAD,WORTLEY,LEEDS,LS12 4SD,FW,1BF,17-NOV-2014,74
47 HEIGHTS DRIVE,ARMLEY,LEEDS,LS12 3SY,FW,1BF,13-JAN-2014,107
47 HEPWORTH AVENUE,CHURWELL,LEEDS,LS27 7RH,MN,1BF,31-MAR-2014,73
47 INGLEWOOD PLACE,SEACROFT,LEEDS,LS14 6HH,KS,2BH,14-APR-2014,152
47 LAWRENCE ROAD,GIPTON,LEEDS,LS8 3HT,GH,1BF,10-FEB-2014,86
47 OATLAND COURT,SHEEPSCAR,LEEDS,LS7 1SD,HW,1BMSF,12-MAY-2014,112
47 OATLAND TOWERS,SHEEPSCAR,LEEDS,LS7 1SA,HW,1BMSF,20-JAN-2014,137
47 PARKWOOD CRESCENT,BEESTON,LEEDS,LS11 5RD,BH,2BH,25-AUG-2014,54
47 PARKWOOD GARDENS,CALVERLEY,LEEDS,LS28 5PJ,CF,2BH,15-DEC-2014,97
47 POOLE ROAD,CROSS GATES,LEEDS,LS15 7NF,KS,3BH,13-OCT-2014,97
47 POPLAR COURT,BRAMLEY,LEEDS,LS13 4SW,AM,1BMSF,24-MAR-2014,55
47 SOUTHWOOD ROAD,SWARCLIFFE,LEEDS,LS14 5AG,CW,3BH,19-MAY-2014,109
47 STONEBRIDGE GROVE,FARNLEY,LEEDS,LS12 5AW,FW,2BF,13-JAN-2014,7
47 SUTHERLAND MOUNT,HAREHILLS,LEEDS,LS9 6DW,BR,2BH,30-JUN-2014,34
47 THE REIN,SEACROFT,LEEDS,LS14 1LA,KS,3BH,13-JAN-2014,44
47 VICTORIA GROVE,EAST END PARK,LEEDS,LS9 9DW,BR,2BH,15-SEP-2014,21
47A WESTON DRIVE,WESTON ESTATE,OTLEY,LS21 2DG,OY,1BF,24-FEB-2014,64
48 BAILDON CLOSE,WHINMOOR,LEEDS,LS14 2AS,CW,1BF,17-MAR-2014,145
48 BAILEY TOWERS,SEACROFT,LEEDS,LS14 6PJ,KS,1BMSF,04-AUG-2014,67
48 BEECH WALK,GIPTON,LEEDS,LS9 6QR,GH,2BH,16-JUN-2014,67
48 BELLE ISLE CIRCUS,BELLE ISLE,LEEDS,LS10 3NW,MI,C2S1BF,27-JAN-2014,23
48 BOSTON TOWERS,LINCOLN GREEN,LEEDS,LS9 7PB,BR,1BMSF,06-OCT-2014,64
48 BRACKENWOOD DRIVE,GLEDHOW,LEEDS,LS8 1RJ,RO,3BH,15-SEP-2014,92
48 CARDINAL CRESCENT,BEESTON,LEEDS,LS11 8HH,BH,2BF,08-SEP-2014,45
48 CASTLE ROAD,ROTHWELL,LEEDS,LS26 0QT,RL,2BF,03-MAR-2014,35
48 CLAYTON GRANGE,WEST PARK,LEEDS,LS16 5EQ,KI,3BMSF,20-OCT-2014,3
48 CRIMBLES PLACE,PUDSEY,LEEDS,LS28 9AN,PU,1BF,31-MAR-2014,44
48 EAST GRANGE RISE,BELLE ISLE,LEEDS,LS10 3ED,MI,2BH,27-OCT-2014,84
48 FIELDHOUSE DRIVE,MOORTOWN,LEEDS,LS17 6HN,MO,1BF,27-OCT-2014,150
48 FOUNDRY MILL DRIVE,SEACROFT,LEEDS,LS14 6SN,KS,2BH,16-JUN-2014,133
48 FOURTH AVENUE,ROTHWELL,LEEDS,LS26 0JL,RL,3BH,12-MAY-2014,17
48 GIPTON GATE WEST,GIPTON,LEEDS,LS9 6BZ,GH,1BMSF,03-MAR-2014,54
48 GLEN ROAD,MORLEY,LEEDS,LS27 9HG,MS,1BF,24-FEB-2014,95
48 HASLEWOOD DRIVE,BURMANTOFTS,LEEDS,LS9 7PT,BR,1BF,03-FEB-2014,171
48 HOLTDALE ROAD,HOLT PARK,LEEDS,LS16 7RN,AW,1BF,17-FEB-2014,67
48 KENTMERE CRESCENT,SEACROFT,LEEDS,LS14 1JS,KS,1BF,02-JUN-2014,120
48 LAKELAND COURT,HALTON MOOR,LEEDS,LS15 0BY,TN,2BMSF,10-MAR-2014,11
