Address1,Addess2,Address3,Post_Code,Ward Code,Property_Type_Code,Commencement_Date,Number of Expressions of Interest
37 WESTERLY CROFT,ARMLEY,LEEDS,LS12 2LN,AM,1BMSF,14-JUL-2014,60
37 WILLIAM STREET,CHURWELL,LEEDS,LS27 7RD,MN,1BF,18-AUG-2014,92
37 WINROSE AVENUE,BELLE ISLE,LEEDS,LS10 3AJ,MI,1BF,04-AUG-2014,88
37 WINROSE GARTH,BELLE ISLE,LEEDS,LS10 3HR,MI,2BH,24-NOV-2014,46
37 WORTLEY TOWERS,ARMLEY,LEEDS,LS12 1JH,AM,2BMSF,01-SEP-2014,5
377 COAL ROAD,WHINMOOR,LEEDS,LS14 1NW,CW,1/2BH,02-JUN-2014,129
38 ACRE ROAD,MIDDLETON,LEEDS,LS10 4EF,MI,3BH,06-JAN-2014,13
38 AMBERTON CRESCENT,GIPTON,LEEDS,LS8 3JJ,GH,4BHP,10-NOV-2014,76
38 ATHA CRESCENT,CROSS FLATTS,LEEDS,LS11 7DB,BH,2BH,22-DEC-2014,1
38 BARNCROFT COURT,SEACROFT,LEEDS,LS14 1HT,KS,2BMSF,19-MAY-2014,7
38 BOSTON TOWERS,LINCOLN GREEN,LEEDS,LS9 7PB,BR,1BMSF,13-JAN-2014,100
38 BOSTON TOWERS,LINCOLN GREEN,LEEDS,LS9 7PB,BR,1BMSF,14-JUL-2014,91
38 BRIARSDALE CROFT,GIPTON,LEEDS,LS8 3NE,GH,2BMSF,02-JUN-2014,8
38 BROOM CRESCENT,BELLE ISLE,LEEDS,LS10 3JN,MI,3BH,03-FEB-2014,58
38 CARDINAL ROAD,BEESTON,LEEDS,LS11 8EX,BH,3BH,17-FEB-2014,72
38 CEDAR MOUNT,ARMLEY,LEEDS,LS12 1TJ,AM,3BH,20-OCT-2014,9
38 COMPTON ROW,HAREHILLS,LEEDS,LS9 6DL,BR,2BH,01-DEC-2014,50
38 COPPERFIELD VIEW,CROSS GREEN,LEEDS,LS9 0BJ,BR,2BH,20-OCT-2014,15
38 DIB LANE,ROUNDHAY,LEEDS,LS8 3DE,KS,1BF,16-JUN-2014,66
38 FARROW ROAD,ARMLEY,LEEDS,LS12 3TB,FW,1BF,17-NOV-2014,94
38 GANNERS RISE,BRAMLEY,LEEDS,LS13 2PL,BS,1BB,25-AUG-2014,80
38 HOLTDALE AVENUE,HOLT PARK,LEEDS,LS16 7SG,AW,1BF,01-SEP-2014,94
38 INGLETON DRIVE,HALTON MOOR,LEEDS,LS15 0NU,TN,1BF,27-JAN-2014,50
38 KING EDWARD AVENUE,HORSFORTH,LEEDS,LS18 4BD,HO,1BB,29-DEC-2014,83
38 LANGBAR ROAD,WHINMOOR,LEEDS,LS14 5ER,CW,3BM,02-JUN-2014,28
38 LEASOWE AVENUE,HUNSLET,LEEDS,LS10 2HP,CH,1BF,10-FEB-2014,95
38 LINCOLN TOWERS,LINCOLN GREEN,LEEDS,LS9 7NR,BR,1BMSF,05-MAY-2014,82
38 MARLBOROUGH TOWERS,PARK LANE,LEEDS,LS1 4PG,CH,2BMSF,23-JUN-2014,34
38 NEVILLE AVENUE,OSMONDTHORPE,LEEDS,LS9 0JZ,TN,2BF,20-OCT-2014,24
38 NORTHWELL GATE,WESTON ESTATE,OTLEY,LS21 2DN,OY,2BH,17-NOV-2014,62
38 OATLAND HEIGHTS,SHEEPSCAR,LEEDS,LS7 1SG,HW,1BMSF,20-OCT-2014,54
38 OATLAND TOWERS,SHEEPSCAR,LEEDS,LS7 1SA,HW,1BMSF,27-OCT-2014,97
38 POPLAR COURT,BRAMLEY,LEEDS,LS13 4SW,AM,1BMSF,06-OCT-2014,39
38 QUARRY STREET,HEADINGLEY,LEEDS,LS6 2JU,HW,2BH,27-JAN-2014,57
38 QUEENSWOOD COURT,HEADINGLEY,LEEDS,LS6 3EG,KI,C2S2MF,05-MAY-2014,7
38 RECREATION STREET,HOLBECK,LEEDS,LS11 0AR,BH,1BH,18-AUG-2014,55
38 RYDAL DRIVE,MORLEY,LEEDS,LS27 8SG,MS,1BB,13-OCT-2014,97
38 SCOTT HALL DRIVE,CHAPELTOWN,LEEDS,LS7 2HP,CA,1BF,24-FEB-2014,88
38 STONEBRIDGE GROVE,FARNLEY,LEEDS,LS12 5AP,FW,1BF,12-MAY-2014,67
38 TARNSIDE DRIVE,SEACROFT,LEEDS,LS14 6BP,KS,2BH,01-SEP-2014,114
38 THIRD AVENUE,ARMLEY,LEEDS,LS12 1LA,AM,1/2BF,01-SEP-2014,23
38 THORNFIELD AVENUE,FARSLEY,LEEDS,LS28 5HJ,CF,2BH,05-MAY-2014,76
38 THORPE ROAD,MIDDLETON,LEEDS,LS10 4BA,MI,3BH,15-SEP-2014,114
38 TORRE GREEN,BURMANTOFTS,LEEDS,LS9 7RL,BR,1BMSF,10-FEB-2014,157
38 TORRE GREEN,BURMANTOFTS,LEEDS,LS9 7RL,BR,1BMSF,24-NOV-2014,114
38 WAINCLIFFE PLACE,BEESTON,LEEDS,LS11 8HT,BH,2BH,20-JAN-2014,140
38 WELLCROFT,GAY LANE,OTLEY,LS21 1JJ,OY,1BB,08-SEP-2014,65
38 WORTLEY HEIGHTS,ARMLEY,LEEDS,LS12 1JG,AM,2BMSF,22-SEP-2014,8
38C WYNYARD DRIVE,MORLEY,LEEDS,LS27 9LS,MS,1BF,24-NOV-2014,182
39 APPLETON COURT,BURMANTOFTS,LEEDS,LS9 7RS,BR,1BMSFP,24-FEB-2014,172
39 BARNCROFT COURT,SEACROFT,LEEDS,LS14 1HT,KS,2BMSF,03-FEB-2014,14
39 BISMARCK STREET,HOLBECK,LEEDS,LS11 6TW,CH,3BH,27-JAN-2014,16
39 BRANDER STREET,GIPTON,LEEDS,LS9 6QH,GH,1BF,25-AUG-2014,64
39 BRECON RISE,GIPTON,LEEDS,LS9 6RN,GH,2BMSF,28-JUL-2014,16
39 BROADLEA TERRACE,BRAMLEY,LEEDS,LS13 2SG,BS,1BF,21-APR-2014,49
39 BROOKLANDS LANE,SEACROFT,LEEDS,LS14 6QH,KS,2BH,24-NOV-2014,242
39 BRUCE LAWN,ARMLEY,LEEDS,LS12 1XY,AM,1/2BH,24-FEB-2014,93
39 BRUCE LAWN,ARMLEY,LEEDS,LS12 1XY,AM,1/2BH,24-NOV-2014,35
39 BURNSALL COURT,ARMLEY,LEEDS,LS12 3NX,AM,C2S2MF,22-SEP-2014,5
39 CARDINAL CRESCENT,BEESTON,LEEDS,LS11 8HG,BH,2BF,22-DEC-2014,30
39 CLAYTON GRANGE,WEST PARK,LEEDS,LS16 5EQ,KI,1BMSFP,12-MAY-2014,43
39 COCKSHOTT LANE,ARMLEY,LEEDS,LS12 2RG,AM,1BF,24-NOV-2014,50
39 COLDCOTES CRESCENT,GIPTON,LEEDS,LS9 6QZ,GH,1BF,13-JAN-2014,50
39 CRANMER BANK,MOORTOWN,LEEDS,LS17 5LE,AL,1BF,06-JAN-2014,181
39 CROSS HILLS COURT,KIPPAX,LEEDS,LS25 7JT,KM,C2SBED,20-JAN-2014,5
39 DULVERTON GROVE,COTTINGLEY,LEEDS,LS11 0LD,BH,1BH,18-AUG-2014,70
39 EAST GRANGE ROAD,BELLE ISLE,LEEDS,LS10 3EQ,MI,2BH,17-NOV-2014,185
39 FAIRFIELD CRESCENT,BRAMLEY,LEEDS,LS13 3DY,BS,2BH,19-MAY-2014,47
39 FOUNDRY AVENUE,HAREHILLS,LEEDS,LS9 6BY,GH,1BF,29-SEP-2014,72
39 GARDEN HOUSE LANE,TINGLEY,WAKEFIELD,WF 3 1NW,AR,3BH,28-APR-2014,50
39 GARGRAVE COURT,BURMANTOFTS,LEEDS,LS9 7EP,BR,1BMSF,22-SEP-2014,91
39 GRAYSON CREST,KIRKSTALL,LEEDS,LS4 2UB,KI,2BMSF,17-FEB-2014,21
39 HANSBY AVENUE,SEACROFT,LEEDS,LS14 6LE,KS,2BH,13-JAN-2014,262
39 HEIGHTS DRIVE,ARMLEY,LEEDS,LS12 3SY,FW,1BF,23-JUN-2014,76
39 HEIGHTS DRIVE,ARMLEY,LEEDS,LS12 3SY,FW,1BF,17-NOV-2014,75
39 HIGHFIELD CRESCENT,PUDSEY,LEEDS,LS28 7JH,CF,3BH,14-JUL-2014,110
39 HIGHWAYS,KILLINGBECK,LEEDS,LS14 6AT,KS,2BMSF,08-DEC-2014,20
39 HYDE PARK CLOSE,BURLEY,LEEDS,LS6 1SF,HW,1BF,05-MAY-2014,138
39 LANDSEER DRIVE,BRAMLEY,LEEDS,LS13 2QU,BS,2BM,17-MAR-2014,36
39 LAWRENCE ROAD,GIPTON,LEEDS,LS8 3HT,GH,1BF,20-OCT-2014,58
39 LEAFIELD TOWERS,MOORTOWN,LEEDS,LS17 5BR,MO,2BMSF,24-FEB-2014,20
39 LEWISHAM COURT,MORLEY,LEEDS,LS27 8QB,MS,2BF,29-SEP-2014,55
39 LINGFIELD VIEW,MOORTOWN,LEEDS,LS17 6DA,AL,1BF,07-JUL-2014,219
39 MEYNELL HEIGHTS,HOLBECK,LEEDS,LS11 9PX,BH,1BMSF,15-SEP-2014,30
39 MILES HILL ROAD,MILES HILL,LEEDS,LS7 2EP,CA,3BH,02-JUN-2014,145
39 NORMAN TOWERS,WEST PARK,LEEDS,LS16 5ER,KI,2BMSF,10-MAR-2014,9
39 OAK TREE GROVE,GIPTON,LEEDS,LS9 6RY,GH,3BH,29-SEP-2014,59
39 POPLAR COURT,BRAMLEY,LEEDS,LS13 4SW,AM,1BMSF,17-FEB-2014,41
39 RECREATION PLACE,HOLBECK,LEEDS,LS11 0AN,BH,1BH,29-SEP-2014,79
39 RECREATION STREET,HOLBECK,LEEDS,LS11 0AR,BH,1BH,12-MAY-2014,75
39 ROOKWOOD TERRACE,OSMONDTHORPE,LEEDS,LS9 0LN,BR,2BH,20-JAN-2014,146
39 ROSSEFIELD PARADE,BRAMLEY,LEEDS,LS13 3RN,BS,2BH,03-FEB-2014,112
39 SHAKESPEARE GRANGE,BURMANTOFTS,LEEDS,LS9 7UA,BR,1BMSF,07-JUL-2014,134
39 SUTHERLAND TERRACE,HAREHILLS,LEEDS,LS9 6DR,BR,2BH,03-FEB-2014,81
39 THE HEIGHTS WEST,ARMLEY,LEEDS,LS12 3TY,FW,2BMSF,14-JUL-2014,16
39 WORTLEY TOWERS,ARMLEY,LEEDS,LS12 1JH,AM,1BMSF,23-JUN-2014,45
3A HOLBORN STREET,WOODHOUSE,LEEDS,LS6 2QP,HW,1BF,07-JUL-2014,228
3B WESTON DRIVE,WESTON ESTATE,OTLEY,LS21 2EW,OY,C2S1BF,21-JUL-2014,15
3B WESTON DRIVE,WESTON ESTATE,OTLEY,LS21 2EW,OY,C2S1BF,01-SEP-2014,18
4 ABBEY GARTH,YEADON,LEEDS,LS19 7RN,OY,2BF,24-MAR-2014,29
4 ALSTON LANE,SEACROFT,LEEDS,LS14 6BR,KS,4BH,29-SEP-2014,36
4 AMBERLEY GARDENS,WORTLEY,LEEDS,LS12 4EB,FW,1/2BF,24-NOV-2014,37
4 APPLETON CLOSE,BURMANTOFTS,LEEDS,LS9 7RT,BR,1BMSF,07-JUL-2014,136
4 APPLETON SQUARE,BURMANTOFTS,LEEDS,LS9 7RU,BR,1BMSF,08-SEP-2014,116
4 ASCOT TERRACE,EAST END PARK,LEEDS,LS9 9JB,BR,1BF,14-APR-2014,129
4 ASHLEA COURT,BRAMLEY,LEEDS,LS13 2EG,BS,C2S1BF,11-AUG-2014,35
4 ATHA CLOSE,CROSS FLATTS,LEEDS,LS11 7DA,BH,2BH,03-FEB-2014,59
4 BAWN CHASE,FARNLEY,LEEDS,LS12 5QQ,FW,1BF,26-MAY-2014,54
4 BRAMSTAN CLOSE,BRAMLEY,LEEDS,LS13 3SJ,BS,1BF,17-MAR-2014,80
4 BROADLEA GARDENS,BRAMLEY,LEEDS,LS13 2SW,BS,3BH,17-NOV-2014,0
4 BURNSALL GRANGE,ARMLEY,LEEDS,LS12 3LQ,AM,1BMSF,07-JUL-2014,46
4 BUTTERBOWL GROVE,FARNLEY,LEEDS,LS12 5BN,FW,3BH,26-MAY-2014,51
4 BUTTON HILL,CHAPELTOWN,LEEDS,LS7 3DA,CA,C2S2BF,21-JUL-2014,15
4 CASTLE ROAD,ROTHWELL,LEEDS,LS26 0QT,RL,3BH,06-OCT-2014,69
4 CHURCH APPROACH,GARFORTH,LEEDS,LS25 1JD,GS,1/2BB,12-MAY-2014,58
4 CHURCHVILLE TERRACE,MICKLEFIELD,LEEDS,LS25 4AR,KM,3BH,24-NOV-2014,21
4 CLYDE WALK,ARMLEY,LEEDS,LS12 1XG,AM,1BF,14-JUL-2014,90
4 COLDCOTES CLOSE,GIPTON,LEEDS,LS9 6QB,GH,1BF,01-DEC-2014,19
4 COWPER AVENUE,HAREHILLS,LEEDS,LS9 7AZ,GH,2BH,10-MAR-2014,54
4 COWPER AVENUE,HAREHILLS,LEEDS,LS9 7AZ,GH,2BH,01-DEC-2014,64
4 CROSS HILLS COURT,KIPPAX,LEEDS,LS25 7JT,KM,C2SBED,03-MAR-2014,5
4 CROSS INGRAM ROAD,HOLBECK,LEEDS,LS11 9SD,BH,1/2BF,06-JAN-2014,8
4 DEAN HALL CLOSE,MORLEY,LEEDS,LS27 9LU,MS,2BF,27-OCT-2014,118
4 DULVERTON PLACE,COTTINGLEY,LEEDS,LS11 0LB,BH,2BH,10-FEB-2014,48
4 ELMFIELD HOUSE,MORLEY,LEEDS,LS27 0EY,MS,2BF,06-JAN-2014,33
4 FIELDHOUSE WALK,MOORTOWN,LEEDS,LS17 6HW,MO,C1S1BB,17-NOV-2014,118
4 FOUNDRY MILL CRESCENT,SEACROFT,LEEDS,LS14 6TQ,KS,2BH,07-APR-2014,94
4 GANNERS WALK,BRAMLEY,LEEDS,LS13 2PG,BS,2BF,14-JUL-2014,23
4 GREENHOW CLOSE,BURLEY,LEEDS,LS4 2JD,KI,1/2BF,06-JAN-2014,27
4 HALLFIELD CRESCENT,HALLFIELD LANE,WETHERBY,LS22 6JP,WY,2BH,20-JAN-2014,77
4 HAROLD PLACE,BURLEY,LEEDS,LS6 1PQ,HE,2BH,06-OCT-2014,0
4 HAWKSWOOD GROVE,KIRKSTALL,LEEDS,LS5 3PF,KI,3BH,07-JUL-2014,137
4 HELSTON SQUARE,MIDDLETON,LEEDS,LS10 4PW,MI,2BH,24-MAR-2014,84
4 HIGHFIELD COURT,MAIN STREET,ABERFORD,LS25 3BT,HA,1BF,08-DEC-2014,27
4 HIGHTHORNE GROVE,ARMLEY,LEEDS,LS12 3JL,AM,2BH,21-JUL-2014,30
4 INGHAMS AVENUE,PUDSEY,LEEDS,LS28 7PG,PU,3BH,20-JAN-2014,38
4 INGLETON CLOSE,HOLBECK,LEEDS,LS11 6BZ,CH,1/2BF,08-DEC-2014,25
4 IVESON DRIVE,IRELAND WOOD,LEEDS,LS16 6NG,WE,2BH,17-FEB-2014,228
4 LANDSEER MOUNT,BRAMLEY,LEEDS,LS13 2QZ,BS,2BH,21-JUL-2014,165
4 LEAFIELD TOWERS,MOORTOWN,LEEDS,LS17 5BR,MO,2BMSF,15-SEP-2014,20
4 LEVENS CLOSE,HALTON MOOR,LEEDS,LS15 0AT,TN,2BH,21-JUL-2014,55
4 LINFOOT COURT,WESTGATE,OTLEY,LS21 3EF,OY,C2S2BF,10-FEB-2014,10
4 LINGFIELD BANK,MOORTOWN,LEEDS,LS17 6BU,AL,2BF,13-OCT-2014,42
4 LOVELL PARK HEIGHTS,SHEEPSCAR,LEEDS,LS7 1DP,HW,1BMSF,27-JAN-2014,0
4 MASHAM GROVE,ARMLEY,LEEDS,LS12 1QT,AM,1/2BF,21-JUL-2014,60
4 NETHERFIELD CLOSE,YEADON,LEEDS,LS19 7PE,OY,1BF,06-JAN-2014,75
4 NORMANTON PLACE,HOLBECK,LEEDS,LS11 8LE,BH,2BH,10-FEB-2014,63
4 NORTHCOTE DRIVE,HOLBECK,LEEDS,LS11 6NH,CH,2BH,15-DEC-2014,30
4 NORTHCOTE GREEN,HOLBECK,LEEDS,LS11 6TY,CH,1BF,13-JAN-2014,75
4 PARKWAY GRANGE,SEACROFT,LEEDS,LS14 6UP,KS,1BMSF,30-JUN-2014,21
4 PARSONS GREEN,WALTON ROAD,WETHERBY,LS22 6RQ,WY,C2S1BF,10-NOV-2014,23
4 PENNWELL GATE,WHINMOOR,LEEDS,LS14 5NX,CW,2BH,24-NOV-2014,82
4 PHIL MAY COURT,ARMLEY,LEEDS,LS12 1YW,AM,C2S1BF,31-MAR-2014,14
4 RATHMELL ROAD,HALTON MOOR,LEEDS,LS15 0NS,TN,2BH,14-APR-2014,48
4 RED HALL VALE,WHINMOOR,LEEDS,LS14 1NU,CW,1/2BH,17-FEB-2014,154
4 RHODES HOUSE,YORK PLACE,WETHERBY,LS22 6PD,WY,C2S1BF,17-FEB-2014,12
4 RIDER ROAD,WOODHOUSE,LEEDS,LS6 2LE,HW,2BH,02-JUN-2014,44
4 RIDER ROAD,WOODHOUSE,LEEDS,LS6 2LE,HW,2BH,25-AUG-2014,1
4 ROBERTSGATE SQUARE,LOFTHOUSE,WAKEFIELD,WF 3 3QA,AR,1BB,20-JAN-2014,36
4 ROSEDALE WALK,BELLE ISLE,LEEDS,LS10 3BE,MI,2BH,14-JUL-2014,130
4 SECOND AVENUE,ROTHWELL,LEEDS,LS26 0JU,RL,3BH,03-MAR-2014,31
4 SHAKESPEARE CLOSE,BURMANTOFTS,LEEDS,LS9 7UG,BR,1BF,10-FEB-2014,204
4 SHAKESPEARE LAWN,BURMANTOFTS,LEEDS,LS9 7UL,BR,1BF,24-MAR-2014,191
4 SILVER ROYD CLOSE,WORTLEY,LEEDS,LS12 4QZ,FW,1BF,17-MAR-2014,24
4 SISSONS ROW,MIDDLETON,LEEDS,LS10 4JZ,MI,3BH,24-FEB-2014,48
4 SNOWDEN FOLD,BRAMLEY,LEEDS,LS13 2UH,AM,2BF,28-APR-2014,29
4 SOUTH MOUNT,EAST KESWICK,LEEDS,LS17 9EY,HA,3BH,20-JAN-2014,74
4 SPRING CLOSE AVENUE,CROSS GREEN,LEEDS,LS9 8RR,BR,2BH,19-MAY-2014,139
4 STONECLIFFE GREEN,FARNLEY,LEEDS,LS12 5BB,FW,2BH,10-MAR-2014,53
4 STONECLIFFE PLACE,FARNLEY,LEEDS,LS12 5BQ,FW,2BH,15-DEC-2014,110
4 THE GROVE,GILDERSOME,LEEDS,LS27 7EB,MN,C2SBED,03-FEB-2014,1
4 THE HEIGHTS WEST,ARMLEY,LEEDS,LS12 3TY,FW,2BMSF,17-FEB-2014,17
4 THORPE LANE,MIDDLETON,LEEDS,LS10 4ER,MI,3BH,08-DEC-2014,73
4 THROSTLE DRIVE,MIDDLETON,LEEDS,LS10 4JW,MI,2BF,04-AUG-2014,35
4 THROSTLE STREET,MIDDLETON,LEEDS,LS10 4JE,MI,3BH,13-OCT-2014,54
4 VICARAGE AVENUE,GILDERSOME,LEEDS,LS27 7DT,MN,3BH,28-APR-2014,78
4 WESTERTON WALK,TINGLEY,WAKEFIELD,WF 3 1SU,AR,C2S2BB,08-SEP-2014,67
4 WETHERBY TERRACE,BURLEY,LEEDS,LS4 2JQ,KI,2BH,13-OCT-2014,69
4 WHINGATE COURT,ARMLEY,LEEDS,LS12 3XH,FW,C2S1BF,30-JUN-2014,14
4 WINDMILL APPROACH,BELLE ISLE,LEEDS,LS10 3DR,MI,4BHP,20-OCT-2014,44
4 WINDMILL CLOSE,BELLE ISLE,LEEDS,LS10 3DF,MI,1BF,02-JUN-2014,77
4 WYTHER PARK CRESCENT,ARMLEY,LEEDS,LS12 2RY,AM,3BH,06-OCT-2014,24
40 ALDERTON HEIGHTS,MOORTOWN,LEEDS,LS17 5LU,AL,1BMSF,13-OCT-2014,37
40 APPLETON SQUARE,BURMANTOFTS,LEEDS,LS9 7RU,BR,1BMSF,02-JUN-2014,187
40 BANK AVENUE,MORLEY,LEEDS,LS27 9JD,MN,2BF,26-MAY-2014,38
40 BEECH WALK,GIPTON,LEEDS,LS9 6QR,GH,2BH,05-MAY-2014,178
40 BISMARCK DRIVE,HOLBECK,LEEDS,LS11 6TA,CH,3BH,10-MAR-2014,40
40 BROAD LANE,BRAMLEY,LEEDS,LS13 2SF,BS,2BH,21-APR-2014,222
40 BROADLEA GROVE,BRAMLEY,LEEDS,LS13 2SS,BS,3BH,20-JAN-2014,0
40 BROADLEA HILL,BRAMLEY,LEEDS,LS13 2SR,BS,1BF,08-DEC-2014,43
40 BROOKLANDS CLOSE,SEACROFT,LEEDS,LS14 6SQ,KS,5BH,17-MAR-2014,20
40 BROOM NOOK,BELLE ISLE,LEEDS,LS10 3LR,MI,C2S1BB,29-SEP-2014,37
40 BURNSALL CROFT,ARMLEY,LEEDS,LS12 3LJ,AM,2BMSF,17-MAR-2014,15
40 CRANMORE GROVE,BELLE ISLE,LEEDS,LS10 4QH,MI,C2S1BB,23-JUN-2014,30
40 DULVERTON PLACE,COTTINGLEY,LEEDS,LS11 0LB,BH,1BH,08-SEP-2014,56
40 EASDALE CRESCENT,SEACROFT,LEEDS,LS14 6QA,KS,1BF,24-NOV-2014,133
40 ESTHWAITE GARDENS,HALTON MOOR,LEEDS,LS15 0BB,TN,2BH,03-FEB-2014,40
40 FAIRFIELD ROAD,BRAMLEY,LEEDS,LS13 3DS,BS,2BH,14-APR-2014,40
40 GANNERS WAY,BRAMLEY,LEEDS,LS13 2PQ,BS,2BF,06-OCT-2014,22
40 GLEN ROAD,MORLEY,LEEDS,LS27 9HG,MS,1BF,18-AUG-2014,88
40 GLENSDALE TERRACE,EAST END PARK,LEEDS,LS9 9JN,BR,2BH,29-SEP-2014,14
40 HALLIDAY COURT,GARFORTH,LEEDS,LS25 1ET,GS,C2S1BF,03-FEB-2014,4
40 HAROLD TERRACE,BURLEY,LEEDS,LS6 1PG,HE,2BH,10-MAR-2014,39
40 HAWKSHEAD CRESCENT,SEACROFT,LEEDS,LS14 6DG,KS,4BH,31-MAR-2014,30
40 HEIGHTS GARTH,ARMLEY,LEEDS,LS12 3SX,FW,2BF,28-JUL-2014,13
40 MOORLAND AVENUE,GILDERSOME,LEEDS,LS27 7BX,MN,1BB,08-DEC-2014,29
40 NEVILLE CLOSE,OSMONDTHORPE,LEEDS,LS9 0JR,TN,4BH,10-FEB-2014,25
40 NEWHALL CRESCENT,MIDDLETON,LEEDS,LS10 3QY,MI,1/2BF,03-MAR-2014,40
40 NIPPET LANE,BURMANTOFTS,LEEDS,LS9 7QD,BR,1BF,30-JUN-2014,111
40 OLD HALL ROAD,TINGLEY,WAKEFIELD,WF 3 1QE,AR,2BH,13-JAN-2014,89
40 QUEENSWAY,GUISELEY,LEEDS,LS20 9LB,GR,2BH,02-JUN-2014,111
40 RAMSHEAD GROVE,SEACROFT,LEEDS,LS14 1PL,KS,2BH,31-MAR-2014,87
40 SWARDALE ROAD,SWARCLIFFE,LEEDS,LS14 5HN,CW,2BF,27-JAN-2014,38
40 THE CRESCENT,TINGLEY,WAKEFIELD,WF 3 1SA,AR,1BB,27-JAN-2014,25
40 THROSTLE ROAD,MIDDLETON,LEEDS,LS10 4ES,MI,1BF,18-AUG-2014,70
40 WEST GRANGE GREEN,BELLE ISLE,LEEDS,LS10 3BB,MI,2BH,07-APR-2014,109
40 WHINCOVER HILL,FARNLEY,LEEDS,LS12 5JH,FW,3BH,13-JAN-2014,35
402 TONG ROAD,ARMLEY,LEEDS,LS12 3TS,FW,2BH,18-AUG-2014,145
41 APPLETON CLOSE,BURMANTOFTS,LEEDS,LS9 7RT,BR,1BMSF,18-AUG-2014,85
41 BECKHILL GROVE,MEANWOOD,LEEDS,LS7 2RX,CA,2BM,14-APR-2014,26
41 BISMARCK STREET,HOLBECK,LEEDS,LS11 6TW,CH,3BH,28-JUL-2014,43
41 BOGGART HILL GARDENS,SEACROFT,LEEDS,LS14 1LJ,KS,2BH,19-MAY-2014,206
41 BUTTERBOWL GARDENS,FARNLEY,LEEDS,LS12 5JF,FW,2BF,12-MAY-2014,16
41 CHARLTON ROAD,EAST END PARK,LEEDS,LS9 9JW,BR,2BH,08-SEP-2014,11
41 CLIFTON AVENUE,HAREHILLS,LEEDS,LS9 6EU,BR,2BH,12-MAY-2014,62
41 COCKSHOTT LANE,ARMLEY,LEEDS,LS12 2RG,AM,1BF,26-MAY-2014,127
41 CONWAY PLACE,HAREHILLS,LEEDS,LS8 5HT,GH,2BH,24-MAR-2014,60
41 COW CLOSE ROAD,FARNLEY,LEEDS,LS12 5NU,FW,1/2BF,22-DEC-2014,12
41 ELMFIELD COURT,MORLEY,LEEDS,LS27 0EP,MS,2BF,13-JAN-2014,26
41 FERRIBY TOWERS,LINCOLN GREEN,LEEDS,LS9 7PQ,BR,2BMSF,24-NOV-2014,70
41 GAMBLE HILL GRANGE,BRAMLEY,LEEDS,LS13 4TF,FW,1BMSF,01-SEP-2014,28
41 GARTH END,COLLINGHAM,WETHERBY,LS22 5BH,HA,1BF,10-MAR-2014,53
41 GLENSDALE GROVE,EAST END PARK,LEEDS,LS9 9JL,BR,2BH,24-MAR-2014,14
41 GRANTHAM TOWERS,LINCOLN GREEN,LEEDS,LS9 7PD,BR,2BMSF,03-FEB-2014,50
41 GRAYSON CREST,KIRKSTALL,LEEDS,LS4 2UB,KI,2BMSF,25-AUG-2014,13
41 HAWTHORN ROAD,YEADON,LEEDS,LS19 7UT,OY,3BH,28-JUL-2014,160
41 HELSTON WALK,MIDDLETON,LEEDS,LS10 4PU,MI,2BH,23-JUN-2014,69
41 KENDAL DRIVE,HALTON MOOR,LEEDS,LS15 0BR,TN,2BH,30-JUN-2014,65
41 LAWRENCE ROAD,GIPTON,LEEDS,LS8 3HT,GH,1BF,08-DEC-2014,54
41 MILLSHAW ROAD,BEESTON,LEEDS,LS11 8EW,BH,2BF,17-MAR-2014,23
41 MONKSWOOD HILL,SEACROFT,LEEDS,LS14 1DR,KS,3BH,13-JAN-2014,30
41 MOUNT PLEASANT GARDENS,KIPPAX,LEEDS,LS25 7AR,KM,BEDSIT,19-MAY-2014,8
41 NINEVEH GARDENS,HOLBECK,LEEDS,LS11 9QF,BH,1/2BF,12-MAY-2014,15
41 NORTHCOTE GREEN,HOLBECK,LEEDS,LS11 6TY,CH,1BF,30-JUN-2014,71
41 RAMSHEAD HEIGHTS,SEACROFT,LEEDS,LS14 6PU,KS,2BMSF,24-FEB-2014,11
41 RAMSHEAD HEIGHTS,SEACROFT,LEEDS,LS14 6PU,KS,2BMSF,08-SEP-2014,4
41 RECREATION STREET,HOLBECK,LEEDS,LS11 0AR,BH,1BH,14-JUL-2014,75
41 RINGWAY,GARFORTH,LEEDS,LS25 1BJ,GS,C2S2BB,31-MAR-2014,78
41 ROCHEFORD GARDENS,HUNSLET,LEEDS,LS10 2LJ,CH,1/2BF,08-DEC-2014,47
41 SAVILLE GREEN,BURMANTOFTS,LEEDS,LS9 7RR,BR,1BMSF,13-JAN-2014,140
41 SERVIA GARDENS,MEANWOOD,LEEDS,LS7 1NW,HW,3BH,25-AUG-2014,67
41 SIEGEN CLOSE,MORLEY,LEEDS,LS27 9DD,MS,C2S2BF,06-JAN-2014,26
41 SNOWDEN WALK,BRAMLEY,LEEDS,LS13 2TW,AM,1BF,26-MAY-2014,67
41 STEAD LANE,THORNER,LEEDS,LS14 3EA,HA,2BF,27-OCT-2014,39
41 SUTHERLAND TERRACE,HAREHILLS,LEEDS,LS9 6DR,BR,2BH,09-JUN-2014,48
41 THE GARTH,SAXTON GARDENS,LEEDS,LS9 8HP,BR,3BMSF,28-APR-2014,23
41 TONG WAY,FARNLEY,LEEDS,LS12 5NA,FW,3BH,14-APR-2014,55
